_section,_species,_page,Areas Of Production,Areas for optimal production,Areas of Production,Areas of production,Biomass Yield(t/h a),Cane yield (t ha-1),Durat ion to matu rity (mon ths),Duratio n to maturit y (month s),Duratio n to maturit y (years),Duration to maturity ( days),Duration to maturity (days),Duration to maturity (months),Duration to maturity (months/day s),Duration to peak production (months),Economic production life (years),Flower yield (t ha-1 y-1),Fruit yield (kg tree-1 y-1),Grai n yiel d (t ha- 1),Grai n yiel d (t ha-1 ),Grain (G) and/or Forage(F ) yield (t ha-1 ),Grain yield (t ha- 1 ),Grain yield (t ha-1 ),Grain yield (t ha-1),Grain yield (t/ha),Grain yield(t ha-1 ),Grain yield(t/ ha),Green tea leaf yield (t ha-1 y- 1),Leaf Yield (t ha- 1),Lint yiel d (t ha- 1 ),Mainta iner and source,Maintai ner and seed source,Maintain er,Maintain er And Source,Maintain er and seed source,Maintain er and seedling source,Maintain er and source,Maintaine r,Maintaine r and Source,Maintaine r and seed source,Maintaine r and seedling source,Maintaine r and source,Maintainer,Maintainer and seed source,Maintainer and seedling source,Maintainer and source,Matu rity durat ion,Maturi ty duratio n,Maturi ty duratio n(mont hs),Maturit y duratio n(mont hs),Maturity Duration,Maturity Duration (months),Maturity duration,Maturity duration (years),Maturity duration( months),Maturity duration(mo nths),Maturity duration(months),Offici al Rele ase Nam e,Official Releas e Name,Official Release Name,Official Release name,Official Variety Name,Official Variety Release Name,Official release name,Official variety release Name,Official variety release name,Optimal producti on altitude range (Masl),Optimal productio n altitude range (Masl),Optimal production altitude (Masl),Optimal production altitude (masl),Optimal production altitude range (Masl),Optimal production altitude range (masl),Owne r(s),Owner (s) / Licensee,Owner( s),Owner( s) / License e,Owner( s) license e,Owner(S) Licensee,Owner(s ) / Licensee,Owner(s),Owner(s) / Licensee,Owner(s) / licensee,Owner(s) Licensee,Owner(s) licensee,Relea se name,Releas e Name,Releas e name,Release Name,Release name,Root yield (tha- 1 y-1),Root yield (tha-1 y- 1),Root yield (tha-1 y-1),Seed yield( t ha- 1),Special Attributes,Special attributes,Time to 50% flowering at 2551 m a s l (months),Tuber yield (t ha- 1),Tuber yield (t ha-1),Variety Code / Name,Variety Name,Variety Name/C ode,Variety Testing name/Co de,Variety name,Variety name/ Code,Variety name/ variety code,Variety name/cod e,Variety name/code,Variety testing name/c ode,Variety testing name/cod e,Year Of Release,Year of Releas e in kenya,Year of rele ase,Year of relea se,Year of releas e,Year of releas e in Kenya,Year of release,Year of release in Kenya,Year of release in kenya,Yiel d(t/ ha),Yield,Yield (T/Ha ),Yield (t/ha),Yield (t/ha) per tree,Yield( t/ha),Yield(t /ha),Yield(t/ ha),release name
MAIZE,"Zea mays L.
Variety Offici Year Owner",45,,,,,,,,,,,,3-4,,,,,,,,,,5-3,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co/KARI.,,,,,,,,,,,,,,KAT CB,,,,,,,,,,,,,900-1350,,,,,,,,,,Kenya Seed Co/KARI,,,,,,,,,,,,,, Early maturing,,,,,,,,,,,,,,11. KAT CB,,,1967,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",45,,,,,,,,,,,,6-8,,,,,,,,,,14-9,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H621 1,,,,,,,,,,,,,1500-2100,,,,,,,,,,Kenya Seed Co,,,,,,,,,,,,,, Early  Short  Semi flint,,,,,,,,,,,,,,12. H6211,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",45,,,,,,,,,,,,6-8,,,,,,,,,,15-10,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H621 2,,,,,,,,,,,,,1500-2100,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,," Short, semi flint  Resistant to ear rot",,,,,,,,,,,,,,13. H6212,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,5-7,,,,,,,,,,9-8,,,,,,,,,,,,,,,,,,,,,OCD (Faida Seeds),,,,,,,,,,,,,,FS65 0,,,,,,,,,,,,,1500-2200,,,,,,,,,,OCD (Faida Seeds),,,,,,,,,,,,,, Tolerant to maize streak virus  Good yielder  Flint kernels,,,,,,,,,,,,,,14. FS650,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,3-5,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,,,,,KARI Kakamega,,,,,,,,,,,,,,KH63 4A,,,,,,,,,,,,,1400-1800,,,,,,,,,,KARI,,,,,,,,,,,,,," Resistant to blight, Grey leaf spot",,,,,,,,,,,,,,15. KH634 A,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,6-8,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,KARI-Kitale,,,,,,,,,,,,,,KH60 0- 15A,,,,,,,,,,,,,1800-2500,,,,,,,,,,KARI,,,,,,,,,,,,,, Good stand ability,,,,,,,,,,,,,,16. KH600 -15A,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,6-8,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,KARI-Kitale,,,,,,,,,,,,,,KH60 0- 16A,,,,,,,,,,,,,1800-2500,,,,,,,,,,KARI- Kitale,,,,,,,,,,,,,, Stable  Good standability,,,,,,,,,,,,,,17. KH600 -16A,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,5-6,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,Pannar Seed (K),,,,,,,,,,,,,,PAN 99,,,,,,,,,,,,,1000-2000,,,,,,,,,,Pannar Seed Co.,,,,,,,,,,,,,, Grey leaf spot tolerant  Drought tolerant,,,,,,,,,,,,,,18. PAN 99,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,4-5,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,Pannar Seed (K) Ltd,,,,,,,,,,,,,,PAN 5243,,,,,,,,,,,,,800-1800,,,,,,,,,,Pannar Seed Company (S.A),,,,,,,,,,,,,, Tolerant to grey leaf spot and northern leaf blight Prolific,,,,,,,,,,,,,,19. PAN 5243,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,4-5,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,,,,,Pannar Seed (K) Ltd,,,,,,,,,,,,,,PAN 67,,,,,,,,,,,,,800 - 1600,,,,,,,,,,Pannar Seed Company (S.A),,,,,,,,,,,,,, Resistant to maize streak virus  Tolerant to low soil nitrogen,,,,,,,,,,,,,,20. PAN 67,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,4-5,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H516,,,,,,,,,,,,,1200-1500,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,," Resistant to blight, rust and lodging",,,,,,,,,,,,,,21. H516,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,3-4,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,DH04,,,,,,,,,,,,,900 - 1500,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Short stature,,,,,,,,,,,,,,22. DH04,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,3-4,,,,,,,,,,7-5,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,DH05,,,,,,,,,,,,,900 - 1500,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, High yielding and early maturing,,,,,,,,,,,,,,23. DH05,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,6-9,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,Pannar Seed (K) Ltd,,,,,,,,,,,,,,PAN 691,,,,,,,,,,,,,1700-2400,,,,,,,,,,Pannar Seed Ltd,,,,,,,,,,,,,, Grey leaf spot tolerant  Good standability  Low ear placement,,,,,,,,,,,,,,24. PAN 691,,,2001,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,3-4,,,,,,,,,,4-6.8,,,,,,,,,,,,,,,,,,,,,Lagrotech Seed Co.,,,,,,,,,,,,,,Mase no Doub le Cobb er,,,,,,,,,,,,,1000-1600,,,,,,,,,,Lagrotec h Seed Co.,,,,,,,,,,,,,, Prolific-frequency of 30-80%)  Flint kernels,,,,,,,,,,,,,,25. Masen o Doubl e Cobbe r,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",46,,,,,,,,,,,,5-6,,,,,,,,,,8-11,,,,,,,,,,,,,,,,,,,,,"Pioneer Hibred, Zimbabwe",,,,,,,,,,,,,,PHB3 0H83,,,,,,,,,,,,,1000-2000,,,,,,,,,,Pioneer Hibred,,,,,,,,,,,,,, Grey leaf spot tolerant  Ear rot resistance,,,,,,,,,,,,,,26. PHB30 H83,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,6-8,,,,,,,,,,10-15,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H621 3,,,,,,,,,,,,,1600-2200,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, High yield  Drought tolerant,,,,,,,,,,,,,,27. H6213,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,6-8,,,,,,,,,,8-10,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co/ KARI,,,,,,,,,,,,,,H626,,,,,,,,,,,,,1500-2100,,,,,,,,,,Kenya Seed Co/ KARI,,,,,,,,,,,,,, Flint,,,,,,,,,,,,,,28. H626,,,1989,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,3-4,,,,,,,,,,5-7,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,PH1 (Pwa ni Hybri d),,,,,,,,,,,,,1-12000,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Tolerant to lodging/strong stalks  Drought tolerant,,,,,,,,,,,,,,29. PH1(P wani Hybrid ),,,1989,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,2-3,,,,,,,,,,2-4,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co/ KARI,,,,,,,,,,,,,,DLC1,,,,,,,,,,,,,800-1200,,,,,,,,,,Kenya Seed Co/ KARI,,,,,,,,,,,,,, Flint Very early,,,,,,,,,,,,,,30. DLC1,,,1989,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,4-5,,,,,,,,,,5-6.3,,,,,,,,,,,,,,,,,,,,,Pannar Seeds (K),,,,,,,,,,,,,,PAN 5195,,,,,,,,,,,,,1000-1800,,,,,,,,,,Pannar,,,,,,,,,,,,,, Prolific  Tolerant to maize streak virus,,,,,,,,,,,,,,31. PAN 5195,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,6-8,,,,,,,,,,9-12,,,,,,,,,,,,,,,,,,,,,KSC/KARI.,,,,,,,,,,,,,,H627,,,,,,,,,,,,,1500-2100,,,,,,,,,,KSC/KARI .,,,,,,,,,,,,,, Semi-flint,,,,,,,,,,,,,,32. H627,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,3-5,,,,,,,,,,6-8,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,PH 4,,,,,,,,,,,,,1-1200,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Heat tolerant  Good standability  Partial MSV resistance,,,,,,,,,,,,,,33. PH 4,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,3-4,,,,,,,,,,4-6,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,DH01,,,,,,,,,,,,,900-1400,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Early  Stays green,,,,,,,,,,,,,,34. DH01,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,4-5,,,,,,,,,,6-8,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H513,,,,,,,,,,,,,1200-1600,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Good standability,,,,,,,,,,,,,,35. H513,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,3-4,,,,,,,,,,4-6,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,DH02,,,,,,,,,,,,,900-1400,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,," Early, stays green",,,,,,,,,,,,,,36. DH02,,,1995,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,4-5,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,"Pioneer Hybrid, Zimbabwe",,,,,,,,,,,,,,PHB 3253,,,,,,,,,,,,,800-1800,,,,,,,,,,Pioneer Hybrid,,,,,,,,,,,,,," Wide adaptation, Good standability",,,,,,,,,,,,,,37. PHB 3253,,,1996,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,5-7,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H623,,,,,,,,,,,,,1200-1700,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Prolific  Large dent kernels,,,,,,,,,,,,,,38. H623,,,1999,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,6-8,,,,,,,,,,9-12,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H628,,,,,,,,,,,,,1500 - 2100,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Flint,,,,,,,,,,,,,,39. H628,,,1999,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,6-9,,,,,,,,,,7-8,,,,,,,,,,,,,,,,,,,,,KARI,,,,,,,,,,,,,,KH60 0- 11D,,,,,,,,,,,,,1500-1800,,,,,,,,,,KARI,,,,,,,,,,,,,, Good standability  Stable performance,,,,,,,,,,,,,,40. KH600 -11D,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",47,,,,,,,,,,,,4-5,,,,,,,,,,4-6,,,,,,,,,,,,,,,,,,,,,KARI Kakamega,,,,,,,,,,,,,,KSTP 94,,,,,,,,,,,,,1350-1800,,,,,,,,,,KARI,,,,,,,,,,,,,, Tolerant to Striga,,,,,,,,,,,,,,41. KSTP 94,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,4-7,,,,,,,,,,,,,,,,,,,,,Monsanto (K),,,,,,,,,,,,,,CG41 41,,,,,,,,,,,,,900-1700,,,,,,,,,,Monsant o,,,,,,,,,,,,,, Earliness Fast dry down,,,,,,,,,,,,,,42. CG414 1,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,6-8,,,,,,,,,,9-11,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H629,,,,,,,,,,,,,1500-2100,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Semi dent,,,,,,,,,,,,,,43. H629,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,3-4,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,DH03,,,,,,,,,,,,,900-1500,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Stays green  Good standability,,,,,,,,,,,,,,44. DH03,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,5-8,,,,,,,,,,,,,,,,,,,,,Monsanto K. Ltd,,,,,,,,,,,,,,C505 1,,,,,,,,,,,,,1000-1800,,,,,,,,,,Monsant o,,,,,,,,,,,,,, Moderately tolerant to maize streak virus  Easy to shell,,,,,,,,,,,,,,45. C5051,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,5-5.9,,,,,,,,,,,,,,,,,,,,,Pannar Seed (K) Ltd,,,,,,,,,,,,,,PAN 5355,,,,,,,,,,,,,1000-1800,,,,,,,,,,Pannar Seed,,,,,,,,,,,,,, Moderate MSV resistance,,,,,,,,,,,,,,46. PAN 5355,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,6-8,,,,,,,,,,,,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,,H515,,,,,,,,,,,,,1200-1500,,,,,,,,,,Kenya Seed Co.,,,,,,,,,,,,,, Lodge resistant,,,,,,,,,,,,,,47. H515,,,2000,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,6-8,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 699,,,,,,,,,,,,,1700-2200,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,, Tolerant to smut,,,,,,,,,,,,,,48. WH 699,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,5-6,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 904,,,,,,,,,,,,,1000-1700,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,, Tolerant to streak virus,,,,,,,,,,,,,,49. WH 904,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WS 909,,,,,,,,,,,,,0-1500,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,, Tolerant to striga,,,,,,,,,,,,,,50. WS 909,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,6-8,,,,,,,,,,9 -14.5,,,,,,,,,,,,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,,H621 3,,,,,,,,,,,,,1600-2200,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,, Semi flint,,,,,,,,,,,,,,51. H6213,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,4-5,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,,H518,,,,,,,,,,,,,1400-1700,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,," Resistant to GLS, Rust, Blight",,,,,,,,,,,,,,52. H518,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,5-6,,,,,,,,,,7-11,,,,,,,,,,,,,,,,,,,,,KARI,,,,,,,,,,,,,,KH 600- 17A,,,,,,,,,,,,,1600-2300,,,,,,,,,,KARI,,,,,,,,,,,,,, Good standability,,,,,,,,,,,,,,53. KH 600- 17A,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,5-6,,,,,,,,,,8-11,,,,,,,,,,,,,,,,,,,,,KARI,,,,,,,,,,,,,,KH 600- 18A,,,,,,,,,,,,,1600-2300,,,,,,,,,,KARI,,,,,,,,,,,,,, Good disease tolerance,,,,,,,,,,,,,,54. KH 600- 18A,,,2002,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,6-7,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,Pannar Seed Company,,,,,,,,,,,,,,PAN 683,,,,,,,,,,,,,2000,,,,,,,,,,Pannar Seed Company,,,,,,,,,,,,,, Late maturity  Excellent standability  Excellent tip cover  Resistant to grey leaf spot,,,,,,,,,,,,,,55. PAN 683,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",48,,,,,,,,,,,,5-6,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,Pannar Seed Company,,,,,,,,,,,,,,PAN 33,,,,,,,,,,,,,800-1800,,,,,,,,,,Pannar Seed Company,,,,,,,,,,,,,, High yielding,,,,,,,,,,,,,,56. PAN 33,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,4-5,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 502,,,,,,,,,,,,,1000-1700,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Very tolerant to maize streak virus  Tolerant to grey leafspot, northern leafblight, Striga  Drought and low soil nitrogen tolerant.",,,,,,,,,,,,,,57. WH 502,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,4.5-5.5,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 504,,,,,,,,,,,,,1000-2000,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Tolerant to maize streak virus, Grey leafspot and northern leaf blight  Green stems at harvest suitable for animal fodder  Tolerant to drought and low soil nitrogen",,,,,,,,,,,,,,58. WH 504,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,4.5-5.5,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 505,,,,,,,,,,,,,500-2100,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Tolerant to maize streak virus, Grey leafspot and northern leaf blight  Green stems at harvest suitable for animal fodder  Tolerant low soil nitrogen",,,,,,,,,,,,,,59. WH 505,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,5-6,,,,,,,,,,6-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 509,,,,,,,,,,,,,1000-1700,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Tolerant to maize streak virus, Grey leafspot and northern leaf blight  Tolerant to drought",,,,,,,,,,,,,,60. WH 509,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,4.5,,,,,,,,,,5-8,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH 403,,,,,,,,,,,,,1000-1500,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,, Tolerant to leaf diseases  Green stems at harvest suitable for animal fodder,,,,,,,,,,,,,,61. WH 403,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,3-3.8,,,,,,,,,,2-3,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WS 102,,,,,,,,,,,,,0-1200,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Tolerant to maize streak virus, drought and low soil nitrogen",,,,,,,,,,,,,,62. WS 102,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",49,,,,,,,,,,,,5-6,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH5 01,,,,,,,,,,,,,1300-1700,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Suitable for low input production  Tolerant to grey leafspot, maize streak",,,,,,,,,,,,,,63. WH50 1,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",50,,,,,,,,,,,,5-6,,,,,,,,,,7-9,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WH5 01,,,,,,,,,,,,,1300-1700,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Suitable for low input production  Tolerant to grey leafspot, maize streak virus and northern leafblight",,,,,,,,,,,,,,64. WH50 1,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",50,,,,,,,,,,,,3-4,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,,WS 103,,,,,,,,,,,,,0-1500,,,,,,,,,,Western Seed Company,,,,,,,,,,,,,," Tolerant to maize streak virus, grey leafspot, northern blight, drought and low soil nitrogen",,,,,,,,,,,,,,65. WS 103,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",50,,,,,,,,,,,,4-5,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,,H519,,,,,,,,,,,,,1200-1700,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,," Prolific Resistant to ear rots, rust, grey leaf spot, northern leaf blight, stem and root lodging  Semi dent",,,,,,,,,,,,,,66. H519,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",50,,,,,,,,,,,,4-5,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,,H520,,,,,,,,,,,,,1400-1700,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,," Better resistance to northern blight, rust, ear rot, stem and root lodging  Semi flint  Good husk cover",,,,,,,,,,,,,,67. H520,,,2003,,,,,,,,,,,,,,,
MAIZE,"Zea mays L.
Variety Offici Year Owner",50,,,,,,,,,,,,4-5.5,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,,H521,,,,,,,,,,,,,1000-1600,,,,,,,,,,Kenya Seed Company,,,,,,,,,,,,,," More tolerant to grey leafspot, leafblight, root and stalk lodging  Semi dent",,,,,,,,,,,,,,68. H521,,,2003,,,,,,,,,,,,,,,
